id;profession;createdAt;updatedAt
4411;ремонтировщик полимеризационного инвентаря;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4412;ремонтировщик резиновых изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4413;ремонтировщик респираторов и противогазов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4414;ремонтировщик сетеизделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4415;ремонтировщик спортивного инвентаря;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4416;ремонтировщик спортивного оружия;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4417;ремонтировщик спортивных судов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4418;ремонтировщик шпуль;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4419;ремонтировщик-настройщик музыкальных инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4420;ремонтник искусственных сооружений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4421;ремонтник технологической оснастки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4422;ремюер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4423;рентгенгониометрист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4424;рентгенолаборант;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4425;рентгеномеханик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4426;рентгенотехник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4427;реперщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4428;репульпаторщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4429;респираторщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4430;рессорщик на обработке горячего металла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4431;реставратор архивных и библиотечных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4432;реставратор готовой продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4433;реставратор декоративно-художественных покрасок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4434;реставратор декоративных штукатурок и лепных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4435;реставратор духовых инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4436;реставратор клавишных инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4437;реставратор кровельных покрытий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4438;реставратор металлических конструкций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4439;реставратор памятников деревянного зодчества;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4440;реставратор памятников каменного зодчества;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4441;реставратор произведений из дерева;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4442;реставратор смычковых и щипковых инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4443;реставратор тканей, гобеленов и ковров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4444;реставратор ударных инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4445;реставратор фильмовых материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4446;реставратор фильмокопий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4447;реставратор художественных изделий и декоративных предметов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4448;реставратор язычковых инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4449;ретушер (газовое хозяйство);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4450;ретушер (полиграфия);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4451;ретушер прецизионной фотолитографии;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4452;ретушер субтитров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4453;рецептурщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4454;речной рабочий на подводно-технических, габионных и фашинных работах, выполняемых с поверхности;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4455;рисовальщик светящимися красками;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4456;рисовальщик эмалями;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4457;рисовод;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4458;рифлевщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4459;рихтовщик игольно-платинных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4460;рихтовщик кузовов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4461;рубщик проволоки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4462;рулевой (кормщик);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4463;рыбак прибрежного лова;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4464;рыбовод;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4465;садовник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4466;садовод;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4467;садчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4468;садчик в печи и на туннельные вагоны;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4469;садчик камня в обжигательные печи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4470;санитар ветеринарный;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4471;санитар-няня;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4472;санитар няня, оказывающие услуги на дому;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4473;санитар похоронного обслуживания;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4474;сапожник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4475;сатураторщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4476;сборщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4477;сборщик алмазных инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4478;сборщик асбестоцементных плит;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4479;сборщик асбометаллических листов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4480;сборщик баллонов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4481;сборщик безбандажных шин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4482;сборщик браслетов и брекеров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4483;сборщик бумажных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4484;сборщик верха обуви;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4485;сборщик влагопоглотителей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4486;сборщик восстанавливаемых покрышек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4487;сборщик выпрямителей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4488;сборщик гальванических элементов и батарей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4489;сборщик деревянных судов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4490;сборщик деталей и изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4491;сборщик духовых инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4492;сборщик железобетонных конструкций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4493;сборщик живицы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4494;сборщик игрушек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4495;сборщик изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4496;сборщик изделий из дерева и папье-маше;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4497;сборщик изделий из древесины;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4498;сборщик изделий из кожи и меха;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4499;сборщик изделий из пластмасс;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4500;сборщик изделий из стеклопластиков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4501;сборщик изделий из янтаря;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4502;сборщик индикаторов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4503;сборщик инъекционных игл;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4504;сборщик каркасов в производстве гипсобетонных панелей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4505;сборщик кассет для малогабаритных магнитофонов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4506;сборщик квантовых приборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4507;сборщик кварцевых держателей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4508;сборщик кожгалантерейных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4509;сборщик лекарственных растений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4510;сборщик лент;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4511;сборщик металлических щеток;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4512;сборщик микросхем;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4513;сборщик мокрых отходов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4514;сборщик музыкальных и озвученных игрушек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4515;сборщик натуральных объектов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4516;сборщик низа обуви;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4517;сборщик обмоток трансформаторов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4518;сборщик обуви;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4519;сборщик отходов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4520;сборщик пакетов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4521;сборщик пакетов конденсаторов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4522;сборщик перевязочных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4523;сборщик пластин искусственной кожи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4524;сборщик плетеной мебели;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4525;сборщик по обрамлению стекла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4526;сборщик покрышек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4527;сборщик полимеризационного инвентаря;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4528;сборщик полупроводниковых приборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
