id;profession;createdAt;updatedAt
4131;радиотелеграфист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4132;радиотехник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4133;радист;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4134;радист-радиолокаторщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4135;разбивщик отходов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4136;разбивщик сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4137;разбивщик ферросплавов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4138;разбортовщик винипластовых и полиэтиленовых труб;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4139;разборщик асбестоцементных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4140;разборщик оптического стекла и кристаллов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4141;разборщик пакетов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4142;разборщик печей сопротивления;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4143;разборщик субпродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4144;развальцовщик стекла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4145;разварщик саломаса;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4146;разварщик силикатной глыбы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4147;разведчик объектов природы для коллекций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4148;развесчик химического сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4149;развивальщик-закладчик пеномассы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4150;разводчик (распусчик) холяв;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4151;разводчик кож;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4152;развязывальщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4153;разгрузчик диффузоров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4154;раздатчик взрывчатых материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4155;раздатчик инструмента;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4156;раздатчик нефтепродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4157;раздатчица молока;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4158;раздельщик жгутов стекловолокна;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4159;раздельщик лома и отходов металла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4160;раздельщик рафинада;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4161;раздельщик титановой губки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4162;раздирщик пакетов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4163;разливщик ртути;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4164;разливщик стали;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4165;разливщик стерильных растворов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4166;разливщик утфеля;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4167;разливщик химического сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4168;разливщик цветных металлов и сплавов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4169;разметчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4170;разметчик алмазов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4171;разметчик деталей и материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4172;разметчик плазовый;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4173;разметчик по дереву;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4174;разметчик проката;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4175;разметчик пьезокварцевого сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4176;разметчик стекла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4177;разметчик судовой;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4178;разметчик хлыстов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4179;размольщик (мельник) кости-паренки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4180;размольщик (производство целлюлозы, бумаги);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4181;размольщик (химическое производство);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4182;размольщик вирусной ткани и бактерийной массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4183;размольщик древесины;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4184;размольщик карандашной массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4185;размольщик роговой стружки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4186;размольщик-дозировщик угольных масс;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4187;размотчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4188;размотчик лент;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4189;размотчик стеклонити;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4190;разнорабочий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4191;разносчица чая;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4192;разрабатывальщик отходов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4193;разрабатывальщик сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4194;разравниватель кожи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4195;разрисовщик игрушек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4196;разрисовщик изделий из кожи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4197;разрисовщик кожгалантерейных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4198;разрисовщик моделей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4199;разрисовщик обоев;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4200;разрисовщик по стеклу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4201;разрисовщик ткани;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4202;разрубщик аккумуляторных пластин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4203;разрубщик мяса;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4204;разрывщик оттисков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4205;разрыхлитель табака;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4206;разъездной рабочий обстановочной бригады;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4207;раймовщик дистилляционных печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4208;раклист (керамика, фосфор);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4209;раклист (текстильное производство);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4210;рамповщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4211;рамщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4212;раскатчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4213;раскатчик стержней;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4214;раскатчик ткани;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4215;раскатчик-сортировщик бумаги;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4216;раскладчик лекал;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4217;раскладчик листового табака;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4218;раскладчик лубяного сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4219;раскладчик стекловолокна;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4220;раскладчик сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4221;расклейщик объявлений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4222;раскольщик алмазов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4223;раскольщик блоков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4224;раскрасчик диапозитивов и фотоотпечатков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4225;раскрасчик законтурованных рисунков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4226;раскрасчик изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4227;раскройщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4228;раскройщик бересты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4229;раскройщик кожевенного сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4230;раскройщик кожи и меха;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4231;раскройщик листового материала;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4232;раскройщик материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4233;раскройщик пленки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4234;раскройщик стекловолокнистых материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4235;раскройщик шлифовального полотна;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4236;распаковщик сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4237;распалубщик теплоизоляционных и акустических изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4238;распарщик целлулоидных пластин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4239;распиловщик алмазов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4240;распиловщик водоростворимых кристаллов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4241;распиловщик войлока;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4242;распиловщик камня (в горном производстве);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4243;распиловщик камня (производства художественных изделий);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4244;распиловщик камня (производство цемента);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4245;распиловщик камня (производство ювелирных изделий);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4246;распиловщик кости и рога;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4247;распиловщик меха и войлока;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4248;распиловщик мясопродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4249;распиловщик необоженных кругов и брусов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4250;распиловщик оптического стекла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4251;распиловщик-огранщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4252;распорядитель блока дежурный;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4253;расправщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4254;расправщик основ;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4255;распределитель работ;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4256;распределитель силикатной массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4257;распылитель газопоглотителя;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4258;рассевальщик шлифзерна и шлифпорошков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4259;рассевщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4260;растворщик реагентов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4261;растильщик грибницы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4262;растяжчик кожаных полос;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4263;растяжчик кожи овчин на рамы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4264;растяжчик металлосеток;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4265;растяжчик секций и катушек электрических машин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4266;расфасовщик алмазов и алмазных порошков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4267;расфасовщик ваты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4268;расфасовщик мясопродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4269;расформовщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4270;расчесывальщик меховых шкурок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4271;расшлифовщик фильеров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4272;расщепляльщик синтетических нитей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4273;рафинировщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4274;рафинировщик ртути;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4275;реактивщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4276;реакторщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4277;реакторщик химочистки рассола;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4278;реализатор (путевок, билетов);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4279;регенераторщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4280;регенераторщик абразивов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4281;регенераторщик драгоценных металлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4282;регенераторщик обработанного масла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4283;регенераторщик отработанного масла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4284;регенераторщик сернистой кислоты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4285;регенераторщик слюды;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4286;регулировщик композиции и концентрации массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4287;регулировщик пианино и роялей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4288;регулировщик подачи воды;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4289;регулировщик полей фильтрации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4290;регулировщик работы скважин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4291;регулировщик радиоэлектронной аппаратуры и приборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4292;регулировщик скорости движения вагонов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4293;регулировщик хвостового хозяйства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4294;регулировщик электродов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4295;регулировщик язычковых инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4296;регулировщик-градуировщик электроизмерительных приборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4297;регулировщик-настройщик тренажеров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4298;редуцировщик игл;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4299;редуцировщик трубчатых электронагревателей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4300;резчик алмазов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4301;резчик ампул и трубок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4302;резчик асбестоцементных и асбестосилитовых изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4303;резчик бетонных и железобетонных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4304;резчик брикета и заготовок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4305;резчик бумаги, картона и целлюлозы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4306;резчик галлерты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4307;резчик гипсокартонных листов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4308;резчик горячего металла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4309;резчик декалькоманий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4310;резчик деревянного шрифта;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4311;резчик заготовок и изделий из пластических масс;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4312;резчик керамических и фарфоровых изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4313;резчик кирпича и черепицы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4314;резчик конвертов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4315;резчик магнитных лент;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4316;резчик магнитопроводов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4317;резчик материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4318;резчик материалов и изделий (легкая промышленность);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4319;резчик материалов и изделий (текстиль);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4320;резчик материалов кабельного производства;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4321;резчик металла на ножницах и прессах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4322;резчик металлического натрия;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4323;резчик минералов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4324;резчик мясопродуктов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4325;резчик на абразивных кругах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4326;резчик на микротоме;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4327;резчик на огне;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4328;резчик на отжимной машине;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4329;резчик на пилах, ножовках и станках;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4330;резчик неэмульсированных пленок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4331;резчик нитей стержней;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4332;резчик пеноблоков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4333;резчик пищевой продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4334;резчик по дереву и бересте;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4335;резчик по камню;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4336;резчик по кости и рогу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4337;резчик полуфабрикатов изделий медицинского назначения;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4338;резчик пробковых изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4339;резчик пряжи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4340;резчик радиокерамики;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4341;резчик слюды;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4342;резчик стекла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4343;резчик стекловолокнистых и стеклопластиковых материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4344;резчик стеклоизделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4345;резчик сусальных металлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4346;резчик сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4347;резчик теплоизоляционных и акустических изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4348;резчик траншей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4349;резчик труб и заготовок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4350;резчик химического волокна;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4351;резчик холодного металла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4352;резчик шлифовальной шкурки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4353;резчик шпона и облицовочных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4354;резчик эластомеров и резины;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4355;резчик электроизоляционных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4356;резчик-лудильщик фольги;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4357;резьбонарезчик деталей часов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4358;резьбонарезчик на специальных станках;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4359;резьбофрезеровщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4360;резьбошлифовщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4361;реквизитор;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4362;рекуператорщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4363;рекуператорщик алмазов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4364;ремесленник по аранжировке цветочных композиций;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4365;ремесленник по витражным работам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4366;ремесленник по ганчевой резьбе (резьба по ганчу);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4367;ремесленник по гончарному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4368;ремесленник по граверному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4369;ремесленник по деревянному зодчеству;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4370;ремесленник по драпировке мебели;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4371;ремесленник по жестяным работам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4372;ремесленник по золотошвейному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4373;ремесленник по изготовлению авторской мебели;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4374;ремесленник по изготовлению авторской одежды и обуви;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4375;ремесленник по изготовлению головных уборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4376;ремесленник по изготовлению изделий из керамики, фаянса, фарфора;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4377;ремесленник по изготовлению изделий народных промыслов из дерева;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4378;ремесленник по изготовлению лаковой миниатюры, живопись, орнаментальная и эмалевая роспись;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4379;ремесленник по изготовлению музыкальных инструментов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4380;ремесленник по изготовлению народной игрушки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4381;ремесленник по изготовлению национальных сладостей, хлебобулочных изделий и отдельных видов штучных блюд;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4382;ремесленник по изготовлению утилитарных и художественных изделий из кожи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4383;ремесленник по кладке печей и каминов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4384;ремесленник по кружевоплетению, вязанию и вышивке;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4385;ремесленник по кузнечному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4386;ремесленник по лозоплетению;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4387;ремесленник по металлоремонтным работам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4388;ремесленник по мозаичным работам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4389;ремесленник по набойному и строчевому шитью;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4390;ремесленник по переплетному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4391;ремесленник по плотницкому и столярному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4392;ремесленник по постижерному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4393;ремесленник по реставрации антикварных предметов интерьера;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4394;ремесленник по ручному ковроткачеству;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4395;ремесленник по ручному ткачеству;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4396;ремесленник по стеклодувному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4397;ремесленник по часовому делу (ремонт часов);2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4398;ремесленник по чеканным работам;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4399;ремесленник по эмальерному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4400;ремесленник по ювелирному делу;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4401;ремесленник резьбы по дереву;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4402;ремесленник резьбы по камню;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4403;ремесленник резьбы по кости;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4404;ремесленник росписи по тканям;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4405;ремесленник художественного литья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4406;ремесленник;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4407;ремонтировщик высотных частей зданий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4408;ремонтировщик кожгалантерейных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4409;ремонтировщик обувных колодок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
4410;ремонтировщик плоскостных спортивных сооружений;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
